id,"IFNULL(message, description)",aspecto,polaridade
120200,"Espero que agora o apelo pelas câmeras de segurança saia do papel.",seguranca,0
120304,"ATENÇÃO SINALEIRA DA RUA VICE ALMIRANTE ABREU ESQUINA BENJAMIM CONSTANT SÓ NÃO ESTA FUNCIONANDO O VERMELHO NEM O AMARELO ATENÇÃO MOTORISTAS",mobilidade,-1
120314,"Pessoal essa rua esta a dias com.um.cano quebrado. Não moto nela. Mas passo para ir na escola do meu filho. Acho que eh Professor Henrique Pajade. Em frente a casa 471. E a corsan nunca vem arrumar. Água limpa indo embora a dias e dias. Chega doer saber que muitas cidades estão sem água.",urbanismo,0
120320,"Bah..... sem comentarios",seguranca,1
120322,"Sabem me dizer que campanha de vacinação tem amanhã? Se é somente para o grupos de risco ou está liberada para todos que tem ingresse  tomar?",saude,0
120333,"Uma tentativa de homicídio foi registrada às 4h30min desta quinta (28), na avenida das Enseadas, no Parque Marinha. A vítima, um homem, deu entrada no pronto-socorro da Santa Casa, com dois ferimentos provocados por faca, um no braço e outro no peito. Ele relatou aos policiais que os ferimentos foram causados por sua esposa, na casa do casal e depois de uma discussão.",seguranca,0
120343,"Ficou legal a frente de cada casa com a graminha cortada aqui na Castelo.... MAS eu acho que cada morador deveria cortar sua grama ja que diz que na frente da casa quem manda eh o dono e a prefeitura poderia tapar os buracos do meio da rua, pois eh cada BURACO que ate Deus duvida.....",governanca,-1
120417,"Passeio ciclístico infantil. Dia 30, Sábado às 15hs na Praça Saraiva.Compareça e participe desse momento de lazer.",educacao,0
120426,"Foi com o campo encharcado que Rio Grande e Guarany jogaram, na tarde deste domingo (24), pela Segundona Gaúcha. A partida, disputada debaixo de muita chuva, acabou empatada em 0 a 0. Com o túnel de acesso tomado pela água, as equipe não foram para o vestiário entre uma etapa e outra. Com isso, Fábio Recife e Géverton Duarte orientaram suas equipes, durante o intervalo, no próprio gramado do Arthur Lawson.

Enquanto os bageenses faziam a sua terceira partida, o Rio Grande entrou em campo para seu primeiro jogo. Os tricolores enfrentaram um adversário mais entrosado e com maior ritmo de jogo. Embora as diferenças, a equipe comandada por Fábio Recife conseguiu segurar a pressão sofrida, especialmente, no primeiro tempo.
Com o grande volume de chuva, o gramado não apresentava as melhores condições para um bom futebol, por isso, o que se viu foi uma partida truncada, de lances aéreos e outros bastante diputados. Tirando melhor proveito, o Guarany começou assustando. Usando da movimentação e da qualidade de Castilho, a equipe chegou com perigo. Na primeira oportunidade, o atacante encontrou espaço na zaga, chutando para a conclusão, Rodrigo interviu, evitando o gol. Em seguida, Castilho finalizou,  exigindo defesa em dois tempos do goleiro tricolor. Esta foi a tônica, com raras oportunidades no setor ofensivo, o Rio Grande controlou mais as ações adversárias do que acionou seus atacantes.
Ainda no primeiro tempo, entre os lances de maior perigo, o Guarany assustou, aos 46min, após cobrança de falta. Aproveitando rebote, a bola sobrou para Wender, que chutou, para mais um defesa de Rodrigo. O Rio Grande respondeu aos 46min, em cobrança de falta de Arthur. A bola acabou desviando na zaga.
Já no segundo tempo, o Rio Grande mostrou outra postura, impôs maior igualdade na posse de bola, empurrando o Alvirrubro para seu campo de defesa. Enquanto o Guarany pressionou aos 4min, depois que Gustavo ganhou no meio de campo, entregando para Wener mandar na rede, pelo lado de fora, os tricolores retribuíram com Talisson. O camisa 7 levou vantagem sobre seu marcador, encontrando Rafinha, que só não marcou, porque a zaga chegou a tempo de afastar. Aos 26 min, Cris Magno chutou, e o goleiro do Rio Grande tirou de soco. Aos 35min, Nego cobrou falta para o Rio Grande, e a bola desviou na zaga. Já na marca dos 38min, em cobrança de escanteio, o Mais Velho levou perigo com Arthur, que, na sobra, mandou de cabeça a bola que raspou na trave.
Agora, o Rio Grande trabalha para mais um confronto em casa. Seu próximo adversário, pela Segundona, será o Farroupilha, em jogo marcado para quarta-feira (27), mas que ainda pode sofrer alteração para quinta-feira. 
Ficha Técnica
Rio Grande (0): Rodrigo; Júnior, Alexsandro, Arthur e Andrio, Nego, Deivid, Gabriel e Talisson (Wendel); Rafinha (Jonathan) e Mogi (Douglas). Técnico: Fábio Recife
Guarany (0): Bernardo; Elias, Raul, Xandi e Gustavo; Matheus, Cris Magno, Bica (Carlos Gato) e Juninho (Rafael); Wender e Castilho. Técnico: Géverton Duarte
Arbitragem: Rogério Spilman, auxiliado por Rodrigo Guilherme, Rodrigo Tedesco e André Peil, como 4º árbitro
Local: Estádio Arthur Lawson, Rio Grande   
Por Meilene Fontes

",educacao,0
120434,"Forte temporal atingiu na madrugada deste domingo atingiu cidade de Rio Grande ,a previsão de mais chuva forte e não está descartada granizo em alguns pontos,vários bairros já estão alagados .
Evite sair de casa somente se necessário ,pode haver fios rebentados e com chuva o risco de choque elétrico é iminente,e há muitas estradas alagadas podendo aquaplanar e causar acidentes,no caso de falta de energia ascenda vela dentro de um pires e coloque o pires dentro de um prato com água para evitar incêndio
Telefones Defesa civil de Rio Grande 199 /(53) 3233-8403 e o 9945-3103.
Bombeiros pelo 193
A previsão do tempo para este Domingo 24/04/2016 em Rio Grande e de tempo severo,com chuva forte e trovoada de manhã, à tarde e à noite.

Temperatura
Minima : 20 ° 
Máxima: 25 °
Chuva : 43 mm
Vento : 15 Km / SSE
Indice UV : Moderado 
'
Nascente : 06:56 hs
Poente : 18:00 hs
Fonte : Clima tempo",meioAmbiente,-1
120440,"4 bandidos de pistola e Fuzil contra 3 policiais... RESUMO: Bandidos todos mortos.....as primeiras 5 fotos sao da Viatura e do carro deles.... depois segue oque aconteceu com eles....",seguranca,1
120462,"E ai??? eh assim entao? Da um remedinho pro cara que teve uma arma apontada para a cabeça e ainda apanhou e manda ele voltar a trabalhar???",economia,-1
120476,"Começa nesta Segunda Feira(25) a vacinação contra a H1N1 em Rio Grande
A vacina estará disponível gratuitamente para o grupo prioritário: crianças de 6 meses a 5 anos, gestantes, idosos, profissionais da saúde, povos indígenas e pessoas portadoras de doenças crônicas e outras doenças que comprometam a imunidade.
Fonte : Prefeitura Municipal",saude,1
120521,"Alguem por favor sabe o contato da clinica de #Hemocentro_de_Pelotas ??? Urgente pessoal estamos tentando ajudar uma vida a ser vivida 
jefferson Maciel Abreu #Uma_Crianca
Diagnóstico: #leucemia
Rio grandino
Morador da : Vila Mangueira
Vamos ajudar pessoal",saude,0
120590,"Uma pergunta: VC ACHA QUE A DILMA SAI OU NAO? ? ? 
Apenas #SIM_ou_NAO e sem brigas pelo amor de Deus??????",governanca,0
120749,"FURG PROMOVE CURSO PARA AUMENTO DE PRODUÇÃO DE CAMARÃO PIONEIRO NO BRASIL
A produção de camarão, de forma convencional, é amplamente conhecida em todo o Brasil. O Laboratório de Carcinocultura, do Instituto de Oceanografia (IO) da Universidade Federal do Rio Grande (FURG), desenvolveu, todavia, um novo modelo de produção, o sistema de Bioflocos. Com o sistema, é possível aumentar em até 60 vezes a produtividade e de forma mais sustentável. A transmissão desse conhecimento para produtores de camarão e representantes da cadeia produtiva nortea o 9º Curso de Produção de Camarão em Sistemas de Bioflocos, que iniciou nesta terça-feira (12) e se estende até quinta-feira (14), na Estação Marinha de Aquacultura (EMA/FURG) no Cassino.
O curso reúne em média 40 participantes oriundos de diversos estados brasileiros e também de países da América Latina e dos Estados Unidos, todos com o objetivo de conhecer o funcionamento do sistema e poder aplicá-los em suas regiões. A atividade busca apresentar os fatores que envolvem a produção com Bioflocos, para que possa ser entendida e o sistema ser desenvolvido pelos participantes nos diversos contextos que estão inseridos. “O curso não apresenta uma receita fechada, mas sim os detalhes do sistema, pois a mudança de uma variável, por exemplo, altera o restante do processo”, explica o professor Wilson Wasielesky.
O sistema de Bioflocos é pioneiro no país e foco de pesquisa desde 2005 na Universidade. Hoje, a FURG é referência no sistema, com uma estrutura de cultivo única no país. O sistema consiste, de forma geral, num processo de transformação dos compostos nitrogenados, antes tóxicos aos camarões, em proteína microbiana, que serve de alimento para o animal. “O que antes era veneno, agora vira alimento”, destaca o professor Dariano Krummenauer.
Na produção convencional em viveiros, o ração que não é consumida pelos camarões, junto com os excretos, se degrada, deixa a água tóxica e com alta concentração de amônia. De acordo com o professor, é necessário, neste caso, realizar a troca da água, que é um processo de custo elevado e que causa impacto ao meio ambiente. Já no sistema de Bioflocos, Krummenauer explica que com a manipulação das relações carbono/nitrogênio, é possível transformar os compostos nitrogenados, que estavam em níveis impróprios para os camarões, em proteína, que será consumido como alimento pelo animal. Por consequência, é possível aumentar a produção por hectare. No sistema convencional a densidade é baixa, com uma média de uma tonelada de camarão por hectare. Já com Bioflocos, a densidade aumenta com o crescimento da estocagem para 60 toneladas por hectare. “Com o Bioflocos, o camarão tem uma condição boa de sobrevivência, já que ele tem alimento e conforto, mesmo vivendo em um espaço pequeno”, completa. No que tange as questões de impacto ambiental, o processo é considerado sustentável, já que não necessita de troca de água e com isso, não apresenta emissão de efluentes ao meio ambiente.
No primeiro dia do curso, os participantes foram recebidos na Estação com a apresentação inicial do sistema e breve contextualização regional. Foi realizada também uma visita introdutória às estufas de produção. No decorrer do curso, serão proferidas aulas teóricas e práticas. Para o zooctenista e gerente de exportação de uma empresa de Campinas de ração animal, Diogo Villaça, o curso abre novos horizontes e possibilita novas formas de produção da espécie. “Esse é o meu primeiro contato com o sistema e busco levar conhecimento para ajudar a desenvolver o mercado na América Latina”, diz.
As informações apresentadas no curso, que é promovido semestralmente pela FURG, são resultados dos estudos desenvolvidos ao longo desse período pela Universidade. “Nosso conteúdo é exclusivo e foi construído com base nas pesquisas desenvolvidas aqui. Então, os resultados são sólidos e os participantes poderão iniciar a implementação do sistema em suas regiões”, explica Krummenauer.",economia,1
120750,"Viatura 9136 prende dois indivíduos por roubo a pedestre logo após roubarem o telefone celular e o bone da vítima",seguranca,1
120854,"Rio Grande On Line :...Agora no Rio Grande On Line confira a previsão do tempo para esta Terça Feira 11/07....em Rio Grande.

Previsão para Rio Grande nesta Terça Feira (11) ..Nublado com chuva de manhã. À tarde e à noite pode garoar.

Minima : 14°
Máxima: 18°
Chuva : 5 mm
Vento : 16 Km / S
Índice UV : Baixo
Proliferação de mosquito: Baixa
Nascente : 07:28 hs
Poente : 17:40 hs.

Fonte : Clima tempo
Postagem : Fabiano Correa",meioAmbiente,0
120867,"Rio Grande On Line :..Assalto,fuga,perseguição, queda e prisão na noite deste sábado em Rio Grande....

Na noite deste sábado dois meliantes pediram uma moto emprestada a um amigo.Os dois armados transitaram com o veículo na Vila da Quinta.Assaltaram uma pedestre de 20 anos  que estava em uma parada ,a Brigada Militar da Quinta foi acionada que fez buscas ,a duas quadras do assalto  os marginais avistaram a viatura e entraram em fuga em alta velocidade na BR-392.Entraram na via do canal da corsan onde sofreram uma queda.Um dos assaltantes armado conseguiu fugir no mato .O outro  foi preso e a moto apreendida. Mais informações a qualquer momento na página. 

Reportagem e Fotos : Dener Santos 
Texto e Postagem : Fabiano Correa",seguranca,1
120869,"Rio Grande On Line :. .....Presos dois  acusados de vários assaltos neste Sábado em Rio Grande. ..

No começo da tarde deste Sábado a Brigada Militar prendeu dois meliantes armados em uma motocicleta no bairro Castelo Branco.Foram encontrados em posse dos mesmos máscaras, celulares e um revolver municiado com 5 projéteis . Mais informações a qualquer momento na página. 

Reportagem : Dener Santos 
Fotos : Brigada Militar 
Texto e Postagem : Fabiano Correa",seguranca,1
120880,"Rio Grande On Line :....Campanha Cidade Limpa realiza ações de limpeza no Parque São Pedro.....

Dando sequência nas atividades de limpeza no Bairro Parque São Pedro, as equipes da Secretaria de Município de Controle e Serviços Urbanos (SMCSU) da Campanha Cidade Limpa  realizaram os serviços ao longo da Avenida Osvaldo Martensen. Foram realizadas ações de Capina Mecanizada, varrição, corte de grama e recolhimento dos resíduos.

Essas ações fazem parte do Projeto “Rio Grande – Cidade Limpa”, que tem como principal meta conscientizar a população de que com o Município limpo, o principal beneficiado é a própria comunidade, desenvolvendo desta maneira, uma nova cultura de cuidado, solidariedade e zelo, com a cidade e a natureza.

Com informações da SMCSU
Foto : Victor Canuso
Postagem : Fabiano Corrrea",urbanismo,0
120969,"Rio Grande On Line :.....Traficante preso no Cassino...

Na madrugada desta Sexta Feira ,uma viatura da  Brigada Militar em patrulhamento de rotina avistaram um motorista de um Ford Fiesta de cor vermelha em atitude suspeita no Cassino.Em revista pessoal e ao veículo foram encontrados uma balança de precisão ,maconha ,cocaína ,dois celulares e a quantia de R$ 215,00 em dinheiro.Foi detido e encaminhado a Dppa.

Reportagem : Dener Santos
Foto : Ilustrativa
Texto e Postagem : Fabiano Correa",seguranca,1
120971,"Rio Grande On Line:....Traficante preso na madrugada desta Sexta Feira em Rio Grande.....

Policiais da policia comunitária do núcleo 8 ,na madrugada desta sexta feira por volta das 2:30 hs em abordagem de rotina a um suspeito e em revista pessoal foi encontrado drogas e dinheiro no Residencial Padre Marcelino Champagnat, no bairro Carreiros .O meliante foi detido ,encaminhado ao Hps e posteriormente a Dppa.Mais informações a qualquer momento na página.

Reportagem : Claudio Noronha
Foto:Brigada Militar
Texto e Postagem : Fabiano Correa",seguranca,0
121097,"Rio Grande On Line :....São José do Norte.....Ocorrências ultimas horas....

Ataque de Pitbull...
Um homem foi atacado por um pitbul quando passeava no centro Nortense com sua filha.A vitima foi mordida em um dos braços e ficou gravemente ferido com lacerações  ,foi socorrido e encaminhado a santa casa de Rio Grande.O animal fugiu.A policia investiga o caso para localizar o animal e o proprietário.

Assalto...1...
Pedestre de 14 anos foi  assaltado na tarde desta Terça Feira por dois meliantes armados com um revólver em uma bicicleta,roubaram o celular da vitima e fugiram.

Assalto ...2..
Pedestre assaltado na rua Edgardo Pereira Velho por dois meliantes que roubaram seu celular e pertences pessoais.

Arrombamento...
Uma residência na localidade de Curral Velho no interior Nortense foi arrombado e saqueado vários objetos .Na hora do furto não tinha ninguém na residência A policia investiga o caso.

Boa Noite Cinderela ...
Homem Nortense faz um bom dinheiro depois de vender alguns bens e guarda em sua casa , amanhece amarrado em sua própria cama,depois de passar a noite com uma mulher Porto Alegrense que conheceu na internet.A mulher roubou todo o dinheiro da vitima e sumiu.A policia investiga o caso.

Mulher agride ex marido na Barra ...
Mulher pula muro de residência de ex marido de 50 anos que estava com  sua atual namorada.Quebrou vários objetos , Agrediu o ex marido com unhadas no pescoço , ameaçou a atual namorada e fugiu na localidade da Barra.

Acidente...
No começo da tarde desta Terça Feira,um homem teve ferimentos depois de sofrer uma queda de moto na área central Nortense.

Reportagem : Altemir Lima
Foto : Ilustrativa
Texto e Postagem : Fabiano Correa",seguranca,-1
121165,"Rio Grande On Line :...Agora no Rio Grande On Line confira a previsão do tempo para esta Quinta Feira 06/07....em Rio Grande.

Previsão para Rio Grande nesta Quinta Feira (06) ..Sol com algumas nuvens. Não chove.

Minima : 16°
Máxima: 21°
Chuva : 0 mm
Vento : 15 Km / N
Índice UV : Moderado
Proliferação de mosquito: Alta
Nascente : 07:29 hs
Poente : 17:37 hs.

Fonte : Clima tempo
Postagem : Fabiano Correa",meioAmbiente,0
121167,"Rio Grande On Line :. ...Acidentes não param. ....Colisão carro/moto  na manhã desta Quarta Feira em Rio Grande. ..

No Final da manhã desta Quarta Feira por volta das 11:40 hs ocorreu um acidente entre um carro e uma moto na Avenida silva Paes com Zaloni. O motociclista foi socorrido pela Samu e encaminhado à Santa Casa com diversos ferimentos. Mais informações a qualquer momento na página. 

Reportagem e Fotos : Claudio Noronha 
Texto e Postagem : Fabiano Correa",mobilidade,-1
121273,"Rio Grande On Line :....Acidentes não param.....Grave acidente na madrugada  desta segunda feira em Rio Grande...

Por volta das 1:00 hs na madrugada desta Segunda Feira na RS -734 próximo ao Partage Shopping ,uma motorista colidiu fortemente em um cavalo na pista de rodagem ,o cavalo morreu no local ,com o choque o veículo saiu da pista e acabou em uma vala .Uma motorista de 46 anos  que dirigia o veículo teve fratura no nariz e cortes na testa ,foi socorrida e encaminhada a santa casa de Rio Grande onde se encontra hospitalizada e felizmente  não corre risco de morte  .Mais informações a qualquer momento na página.

Reportagem : Dener Santos
Fotos : Populares
Texto e Postagem : Fabiano Correa",mobilidade,-1
121282,"Rio Grande On Line :..Prefeitura do Rio Grande mantém reajuste do transporte pelo índice do INPC.......Novo valor será de R$ 3,40....a partir do dia 07/07...

Em face do pedido de reajuste da Tarifa do Transporte Coletivo, apresentado pelo Consórcio Rio Grande, que indicava o valor de R$ 4,09; e o valor de R$ 3,70 indicado pelo Conselho Consultivo de Transporte e Trânsito (CCTT), o Executivo Municipal decreta que o índice de reajuste será feito com base no INPC acumulado nos 12 meses anteriores ao pedido de reajuste. Neste sentido, o valor da tarifa, a partir do dia 07 de julho deste ano, terá o reajuste de 3,34%.

Desta forma, o valor do transporte convencional ficará no valor de R$ 3,40 (três reais e quarenta centavos) e o Seletivo no valor de R$ 5,50 (cinco reais e cinquenta centavos).

 

Assessoria de Comunicação / PMRG
Postagem : Fabiano Correa",mobilidade,0
121359,"Rio Grande On Line :....Mais um assalto a ônibus registrado....Desta vez na noite deste domingo....

Um coletivo da noiva do mar de prefixo 1155 da linha centro/cassino transitava na Avenida Presidente Vargas na noite deste domingo por volta das 22:45 hs em frente ao educandário Coração de Maria foi assaltado por um homem armado com um revólver cromado que roubou a quantia de R$ 140,00 do caixa do cobrador e fugiu na próxima parada.A policia investiga o caso.

Reportagem : Dener Santos
Foto : Ilustrativa
Texto e Postagem : Fabiano Correa",seguranca,0
121371,"Rio Grande On Line :..Registrado neste final de semana o 35° Homicídio do ano ......Criança de 6 anos estrupada e morta afogada por menor de 16 anos nesta Sexta Feira em Rio Grande.....

Um menor de 16 anos ,atraiu um menino de 6 anos oferecendo balas e doces levando a vitima a um banhado raso na localidade do Povo Novo na tarde desta sexta Feira .Apertando o pescoço da vitima com o rosto na água ,estuprou e durante o ato matou afogado a criança e fugiu.O corpo da criança foi encontrado sem roupa e enrolado em um saco as margens de uma estrada na zona rural .Agentes da DPCA de Rio Grande  fizeram  buscas e acabaram  prendendo o menor assassino que com muita frieza confessou todo o ocorrido relatado acima.O menor assassino foi encaminhado a CASE  em Pelotas.A cidade de Rio Grande agora chega a triste e preocupante marca de 35  homicídios e 01 latrocínio no ano de 2017 .

Reportagem : Dener Santos
Foto : Ilustrativa
Texto e Postagem : Fabiano Correa",seguranca,-1
121377,"Rio Grande On Line :.....Ladrões arrombam e furtam padaria com proprietários dormindo dentro na madrugada desta Sexta Feira.....

Uma conhecida padaria da rua  General Camisão no bairro São Miguel .Foi alvo de arrombamento e furto na madrugada desta Sexta Feira ,onde os proprietários dormiam em um dos cômodos do estabelecimento que também é moradia do proprietário .A vitima acordou e constatou o furto ,roubaram cigarros ,mantimentos e dinheiro.A policia investiga o caso.

Reportagem : Claudio Noronha
Foto : Ilustrativa
Texto e Postagem : Fabiano Correa",seguranca,-1
121389,"Rio Grande On Line :......Mais um parceiro apoiador ......LETÍCIA CALÇADOS......

A loja Letícia Calçados ...é uma loja moderna ,ótimo atendimento ,bons preços e qualidade sem igual....tudo em calçados e acessórios masculino,feminino e infantis.Está esperando ...visite a loja e confira de perto !....na rua 24 de Maio ,410 .Centro Rio Grande.

Telefone : 3232-5334

Esperamos sua visita !",economia,0
121560,"Rio Grande On Line :....Registrado mais um assalto a ônibus em Rio Grande.....

Um coletivo da noiva do mar transitava na Presidente Vargas na noite desta Quarta Feira por volta das 22:15 hs ,quando ao parar em um ponto em frente ao hospital do coração dois meliantes armados invadiram o coletivo anunciando o assalto .Roubaram todo o dinheiro do caixa da cobradora e fugiram.O coletivo possui câmera de monitoramento .A policia investiga o caso.

Reportagem : Claudio Noronha
Foto : Ilustrativa
Texto e Postagem: Fabiano Correa",seguranca,-1
121596,"Rio Grande On Line :....SMMUA inicia instalação de canteiro central no cruzamento entre Silva Paes e Almirante Barroso...

Com a finalidade de amenizar os conflitos de trânsito, o Núcleo de Sinalização de Trânsito da Secretaria de Mobilidade Urbana e Acessibilidade (SMMUA) está realizando a implantação de um canteiro central no cruzamento entre a Avenida Silva Paes e Rua Almirante Barroso, no centro da cidade. As obras iniciaram na manhã desta terça-feira (27) e seguem durante a semana.

De acordo com a SMMUA além do canteiro para a divisão de fluxos serão instaladas na área faixas de pedestres, tachões de divisores de fluxo e sinalização vertical. Outra medida será o retorno ao sentido único (Sul/Norte) do lado ímpar da Rua Almirante Barroso. A Rua Salgado Filho (sentido Marechal Andrea) terá estacionamento oblíquo do lado esquerdo da via e proibição no lado direito.

As alterações no local foram previamente estudadas e planejadas pela Secretaria. Também está sendo considerada a hipótese de colocação de semáforo no local, caso as medidas implantadas não atendam o esperado.

Com informações da SMMUA
Postagem :Fabiano Correa",urbanismo,1
121603,"Rio Grande On Line :....28ª Fejunca movimentou o Balneário Cassino na última semana....

Promovida pelas Secretarias de Município da Cultura (SeCult) e do Cassino (SMC), juntamente com a Associação Comunitária do Cassino, com o apoio do SESC, a 28ª Festa Junina do Cassino encerou mais esta edição neste domingo (25). A Festa foi realizada dos dias 21 a 25 de junho, na Av. Rio Grande, ao lado do Barracão.

Nos seus cinco dias de atividade, nem mesmo o frio, característico nesta época do ano, afastou a população que foi prestigiar a programação da Fejunca, que contou com feira de artesanato, shows musicais, espaço para gastronomia típica junina e apresentações de invernada, de teatro, de dança e de bandas marciais do Município.

Na parte gastronômica, não faltou pipoca, pinhão e batata doce, comidas típicas preparadas por associações de pais e mestres das escolas do Cassino ou pelas associações de bairro. O quentão de jurupiga, preparado pelo produtor artesanal da Ilha dos Marinheiros, Hermes Dias, agradou a população local e os turistas, que aprovaram a novidade. Uma Unidade Móvel do Gabinete de Gestão Integrada (GGI-M) trabalhou na segurança da festividade e não registrou maiores incidentes.

Para o prefeito Alexandre Lindenmeyer, que compôs a abertura oficial do evento, na sexta-feira (23), a Festa representa “a valorização do trabalho dos artesãos, dos artistas locais e do povo da cidade do Rio Grande, que completa 280 anos neste ano”.

“Importante dizer que essa festa é totalmente popular e gratuita e se insere, cada vez mais, no contexto daquilo que é a proposta do nosso governo: trabalhar com as pessoas, com a valorização da arte, da cultura e da nossa gastronomia. Diria que a Fejunca é muito mais do que uma festa. É um espaço de oportunidades, com geração de emprego e renda para a nossa comunidade e que contribui para o surgimento de novos talentos artísticos na nossa cidade”, avaliou Ricardo Freitas, vice-presidente da Comissão dos 280 anos do Município e secretário da SeCult. 

Com informações da SeCult
Postagem : Fabiano Correa",educacao,1
121680,"Rio Grande On Line :.....Motorista foragido de Rio Grande é preso na ERS-734...

A Polícia Rodoviária Estadual realizava patrulhamento de rotina pela ERS 734,por volta das 22:30 hs  de sábado, 24, quando abordou um veículo de placas JJD-5146 de Rio Grande.O motorista foi identificado como V.N.M. e quando feita consulta no sistema, identificou-se que o mesmo possuía mandado de prisão expedido pela 1ª Vara de Execuções Criminais da Comarca de Rio Grande.Foi dada voz de prisão e encaminhado à DPPA a fim de providências cabíveis. 

Reportagem : Joseane Duarte
Foto:PRE
Fonte : grupooceano.com.br 
Postagem : Fabiano Correa",seguranca,1
121843,"Rio Grande On Line :. ....Acidentes não param. ...Queda de moto na manhã deste Sábado em Rio Grande. ...

Na manhã deste sábado por volta das 11:55 hs um idoso transitava com uma moto 50 cc na ciclovia da Roberto Socowisk quando sofreu uma queda do veículo. Foi socorrido pela Samu e encaminhado à Santa Casa de Rio Grande com diversos ferimentos. Mais informações a qualquer momento na página. 

Reportagem : Claudio Noronha 
Foto : Populares 
Texto e Postagem : Fabiano Correa",mobilidade,-1
121851,"Rio Grande On Line ALERTA :......Neste final de semana Sábado e Domingo 24 e 25/06 ...não haverá desligamento programado de energia elétrica em Rio Grande .

Fonte : Ceee
Texto e Postagem: Fabiano Correa",energia,0
121859,"Rio Grande On Line :....Pedestre assaltado no centro...

Na noite desta Quinta Feira ,um pedestre de 21 anos transitava na rua Carlos Gomes no centro da cidade por volta das 21:10 hs .Quando foi abordado e assaltado por dois meliantes a pé .Roubaram os pertences pessoais da vitima e fugiram.A policia investiga o caso.

Reportagem : Dener Santos
Foto : Ilustrativa
Texto e Postagem: Fabiano Correa",seguranca,-1
122060,"Rio Grande On Line :.....Segunda etapa das obras da Escola Eliezer de Carvalho foi entregue nesta terça feira  (20), no Cassino.....

Na manhã desta terça-feira (20), a Secretaria de Município da Educação (SMEd) recebeu a segunda etapa das obras da Escola Municipal de Ensino Fundamental Eliezer de Carvalho Rios, localizada no ABC IX, no Cassino. As obras foram realizadas para qualificar o sistema de água, esgoto e escoamento pluvial. Também foram inaugurados novos cercamentos, calçadas, pavimentação do entorno, painéis de proteção contra o vento, além da instalação do Plano de Prevenção Contra Incêndio (PPCI).

As ações também tiveram apoio das Secretarias do Cassino (SMC) e de Infraestrutura (SMI), que garantiram a drenagem pluvial com tubulação no acesso à escola.

O investimento de R$ 350 mil reais na execução dos serviços é um investimento da empresa Heringer Fertilizantes, juntamente com o Banco Nacional de Desenvolvimento Econômico e Social (BNDES).

 

Escola Municipal de Ensino Fundamental Eliezer de Carvalho Rios

A Escola atende cerca de 90 alunos do 1º ao 3º ano da Educação Fundamental e foi uma medida apresentada pela administração municipal para solucionar a falta de vagas no ensino fundamental da região.

A nova escola possui três salas de aulas, uma secretaria, um refeitório, dois banheiros e um pátio amplo. Todo o espaço foi previamente pensado para receber crianças com necessidades especiais. A escola foi construída de janeiro a março de 2016, através de um modelo rápido de construção pré-fabricada conhecido como “Fast Flex”.

 

Assessoria de Comunicação/ PMRG
Postagem : Fabiano Correa",educacao,0
122156,"Rio Grande On Line :....Abertura oficial da 28ª Fejunca acontece nesta quarta-feira (21) no Cassino: confira a programação :...

O Executivo Municipal, por meio da Secretaria da Cultura (SeCult) e da Secretaria do Cassino (SMC), convida a população para a abertura oficial da 28ª Festa Junina do Cassino (Fejunca), que acontecerá nesta quarta-feira (21), às 19h, na Av. Rio Grande ao lado do Barracão.

A 28ª Fejunca será promovida dos dias 21 a 25 de junho e contará com feira de artesanato, shows musicais, apresentações de teatro e de dança, espaço para gastronomia, além de apresentações de bandas marciais do Município.

O evento é uma promoção das Secretarias da Cultura e do Cassino, da Associação Comunitária do Cassino e também conta com o apoio do SESC.

Confira a programação completa do evento ao lado.
Postagem : Fabiano Correa",educacao,1
122185,"Rio Grande On Line :.....Chegou em Rio Grande ....a ....VOX Audio Publicidade.....

O spot comercial é uma produção de áudio usada na publicidade em rádio ou TV que tem uma locução associada a efeitos sonoros em um veículo que circula a sua propagando e promoções a de sua empresa a clientela localizada onde você comerciante quiser .Trabalho diferenciado e retorno imediato.
Está esperando o quê ?.....Ligue agora nos telefones ...981280085 / 991430619/984224832.....e confira as promoções deste mês com o proprietário Mauricio .

Esperamos a sua Ligação !
Postagem : Fabiano Correa",economia,0
122256,"Rio Grande On Line :....Equipes da Secretaria de Serviços Urbanos executam ações de revitalização na cidade....

A Secretaria de Município de Controle e Serviços Urbanos (SMCSU) implantou na última semana no interior da Praça Lambari - localizada no Parque Marinha - um espaço destinado para a prática de Futevôlei.  A atividade visa impulsionar ainda mais este esporte que vem crescendo a cada dia em nosso Município e também tem o objetivo de proporcionar melhor aproveitamento dos espaços públicos pela comunidade.

A SMCSU, por meio da Campanha Cidade Limpa, realizou na última terça-feira (13) a higienização e serviço de corte de grama na Avenida Presidente Vargas, importante via do Município.

A ação faz parte do Projeto “Rio Grande – Cidade Limpa”, que tem como principal meta conscientizar a população de que com o Município limpo, o principal beneficiado é a própria comunidade, desenvolvendo desta maneira, uma nova cultura de cuidado, solidariedade e zelo, com a cidade e a natureza.

Com informações da SMCSU
Fotos: Victor Canuso
Postagem : Fabiano Correa",educacao,1
